ONS_ID,data_ID,value
3058,food_resto_pct_within_15_mins,1
3058,food_specialty_num_region_plus_buffer,4
3058,food_specialty_num_per_1000_res_plus_buffer,0.68
3058,food_specialty_dist_closest_3_popwt,0.92
3058,food_specialty_pct_within_15_mins,1
3058,num_people_attached,5183
3058,num_people_uncertainly_attached,1328
3058,total_population_attachment,6511
3058,percent_attached,79.6
3058,percent_uncertaintly_attached,20.4
3058,crime_person_total,57
3058,crime_property_total,176
3058,crime_other_total,12
3058,crime_total,245
3058,crime_person_total_per_1000pop_plus_50m_buffer,10.52
3058,crime_property_total_per_1000pop_plus_50m_buffer,30.03
3058,crime_other_total_per_1000pop_plus_50m_buffer,2.37
3058,crime_total_per_1000pop_plus_50m_buffer,42.92
3058,walkscore_mean,33.26
3058,walkscore_sd,5.11
3058,bikescore_mean,74.14
3058,bikescore_sd,9.98
3058,Deciles,8
3058,Quintiles,4
3059,food_convenience_num_region_plus_buffer,2
3059,food_convenience_num_per_1000_res_plus_buffer,0.36
3059,food_convenience_dist_closest_3_popwt,0.94
3059,food_convenience_pct_within_15_mins,0.88
3059,food_fastfood_num_region_plus_buffer,17
3059,food_fastfood_num_per_1000_res_plus_buffer,3.1
3059,food_fastfood_dist_closest_3_popwt,0.51
3059,food_fastfood_pct_within_15_mins,1
3059,food_grocery_num_region_plus_buffer,2
3059,food_grocery_num_per_1000_res_plus_buffer,0.36
3059,food_grocery_dist_closest_3_popwt,0.73
3059,food_grocery_pct_within_15_mins,1
3059,food_resto_num_region_plus_buffer,25
3059,food_resto_num_per_1000_res_plus_buffer,4.55
3059,food_resto_dist_closest_3_popwt,0.44
3059,food_resto_pct_within_15_mins,1
3059,food_specialty_num_region_plus_buffer,9
3059,food_specialty_num_per_1000_res_plus_buffer,1.64
3059,food_specialty_dist_closest_3_popwt,0.51
3059,food_specialty_pct_within_15_mins,1
3059,num_people_attached,5288
3059,num_people_uncertainly_attached,740
3059,total_population_attachment,6028
3059,percent_attached,87.7
3059,percent_uncertaintly_attached,12.3
3059,crime_person_total,21
3059,crime_property_total,135
3059,crime_other_total,5
3059,crime_total,161
3059,crime_person_total_per_1000pop_plus_50m_buffer,6.19
3059,crime_property_total_per_1000pop_plus_50m_buffer,29.69
3059,crime_other_total_per_1000pop_plus_50m_buffer,1.09
3059,crime_total_per_1000pop_plus_50m_buffer,36.98
3059,walkscore_mean,57.09
3059,walkscore_sd,15.57
3059,bikescore_mean,98.16
3059,bikescore_sd,2.7
3059,Deciles,1
3059,Quintiles,1
3060,food_convenience_num_region_plus_buffer,4
3060,food_convenience_num_per_1000_res_plus_buffer,0.2
3060,food_convenience_dist_closest_3_popwt,1.78
3060,food_convenience_pct_within_15_mins,0.43
3060,food_fastfood_num_region_plus_buffer,31
3060,food_fastfood_num_per_1000_res_plus_buffer,1.55
3060,food_fastfood_dist_closest_3_popwt,1.18
3060,food_fastfood_pct_within_15_mins,0.68
3060,food_grocery_num_region_plus_buffer,2
3060,food_grocery_num_per_1000_res_plus_buffer,0.1
3060,food_grocery_dist_closest_3_popwt,2.3
3060,food_grocery_pct_within_15_mins,0.31
3060,food_resto_num_region_plus_buffer,20
3060,food_resto_num_per_1000_res_plus_buffer,1
3060,food_resto_dist_closest_3_popwt,1.64
3060,food_resto_pct_within_15_mins,0.31
3060,food_specialty_num_region_plus_buffer,7
3060,food_specialty_num_per_1000_res_plus_buffer,0.35
3060,food_specialty_dist_closest_3_popwt,1.96
3060,food_specialty_pct_within_15_mins,0.36
3060,num_people_attached,18308
3060,num_people_uncertainly_attached,2960
3060,total_population_attachment,21268
3060,percent_attached,86.1
3060,percent_uncertaintly_attached,13.9
3060,crime_person_total,65
3060,crime_property_total,396
3060,crime_other_total,21
3060,crime_total,482
3060,crime_person_total_per_1000pop_plus_50m_buffer,3.31
3060,crime_property_total_per_1000pop_plus_50m_buffer,20.26
3060,crime_other_total_per_1000pop_plus_50m_buffer,1.05
3060,crime_total_per_1000pop_plus_50m_buffer,24.62
3060,walkscore_mean,22.39
3060,walkscore_sd,8.74
3060,bikescore_mean,61.4
3060,bikescore_sd,9.58
3060,Deciles,3
3060,Quintiles,2
3061,food_convenience_num_region_plus_buffer,6
3061,food_convenience_num_per_1000_res_plus_buffer,0.52
3061,food_convenience_dist_closest_3_popwt,1.06
3061,food_convenience_pct_within_15_mins,0.82
3061,food_fastfood_num_region_plus_buffer,20
3061,food_fastfood_num_per_1000_res_plus_buffer,1.75
3061,food_fastfood_dist_closest_3_popwt,0.88
3061,food_fastfood_pct_within_15_mins,0.99
3061,food_grocery_num_region_plus_buffer,4
3061,food_grocery_num_per_1000_res_plus_buffer,0.35
3061,food_grocery_dist_closest_3_popwt,1.16
3061,food_grocery_pct_within_15_mins,0.95
3061,food_resto_num_region_plus_buffer,11
3061,food_resto_num_per_1000_res_plus_buffer,0.96
3061,food_resto_dist_closest_3_popwt,0.92
3061,food_resto_pct_within_15_mins,0.96
3061,food_specialty_num_region_plus_buffer,7
3061,food_specialty_num_per_1000_res_plus_buffer,0.61
3061,food_specialty_dist_closest_3_popwt,1.25
3061,food_specialty_pct_within_15_mins,0.52
3061,num_people_attached,10405
3061,num_people_uncertainly_attached,1727
3061,total_population_attachment,12132
3061,percent_attached,85.8
3061,percent_uncertaintly_attached,14.2
3061,crime_person_total,61
3061,crime_property_total,207
3061,crime_other_total,25
3061,crime_total,293
3061,crime_person_total_per_1000pop_plus_50m_buffer,5.33
3061,crime_property_total_per_1000pop_plus_50m_buffer,19.06
3061,crime_other_total_per_1000pop_plus_50m_buffer,2.27
3061,crime_total_per_1000pop_plus_50m_buffer,26.66
3061,walkscore_mean,38.84
3061,walkscore_sd,9.45
3061,bikescore_mean,72.77
3061,bikescore_sd,7.86
3061,Deciles,5
3061,Quintiles,3
3062,food_convenience_num_region_plus_buffer,1
3062,food_convenience_num_per_1000_res_plus_buffer,0.38
3062,food_convenience_dist_closest_3_popwt,8.61
3062,food_convenience_pct_within_15_mins,0.04
3062,food_fastfood_num_region_plus_buffer,0
3062,food_fastfood_num_per_1000_res_plus_buffer,0
3062,food_fastfood_dist_closest_3_popwt,10.48
3062,food_fastfood_pct_within_15_mins,0
3062,food_grocery_num_region_plus_buffer,0
3062,food_grocery_num_per_1000_res_plus_buffer,0
3062,food_grocery_dist_closest_3_popwt,17.86
3062,food_grocery_pct_within_15_mins,0
3062,food_resto_num_region_plus_buffer,0
3062,food_resto_num_per_1000_res_plus_buffer,0
3062,food_resto_dist_closest_3_popwt,10.24
3062,food_resto_pct_within_15_mins,0.02
3062,food_specialty_num_region_plus_buffer,1
3062,food_specialty_num_per_1000_res_plus_buffer,0.38
3062,food_specialty_dist_closest_3_popwt,8.88
3062,food_specialty_pct_within_15_mins,0
3062,num_people_attached,2464
3062,num_people_uncertainly_attached,223
3062,total_population_attachment,2687
3062,percent_attached,91.7
3062,percent_uncertaintly_attached,8.3
3062,crime_person_total,6
3062,crime_property_total,13
3062,crime_other_total,1
3062,crime_total,20
3062,crime_person_total_per_1000pop_plus_50m_buffer,2.63
3062,crime_property_total_per_1000pop_plus_50m_buffer,7.14
3062,crime_other_total_per_1000pop_plus_50m_buffer,0.38
3062,crime_total_per_1000pop_plus_50m_buffer,10.15
3062,walkscore_mean,0.6
3062,walkscore_sd,2.16
3062,bikescore_mean,29.12
3062,bikescore_sd,5.18
3062,Deciles,3
3062,Quintiles,2
3063,food_convenience_num_region_plus_buffer,4
3063,food_convenience_num_per_1000_res_plus_buffer,0.35
3063,food_convenience_dist_closest_3_popwt,0.93
3063,food_convenience_pct_within_15_mins,0.94
3063,food_fastfood_num_region_plus_buffer,37
3063,food_fastfood_num_per_1000_res_plus_buffer,3.24
3063,food_fastfood_dist_closest_3_popwt,0.56
3063,food_fastfood_pct_within_15_mins,1
3063,food_grocery_num_region_plus_buffer,2
3063,food_grocery_num_per_1000_res_plus_buffer,0.17
3063,food_grocery_dist_closest_3_popwt,1.19
3063,food_grocery_pct_within_15_mins,0.92
3063,food_resto_num_region_plus_buffer,23
3063,food_resto_num_per_1000_res_plus_buffer,2.01
3063,food_resto_dist_closest_3_popwt,0.62
3063,food_resto_pct_within_15_mins,1
3063,food_specialty_num_region_plus_buffer,11
3063,food_specialty_num_per_1000_res_plus_buffer,0.96
3063,food_specialty_dist_closest_3_popwt,0.75
3063,food_specialty_pct_within_15_mins,0.99
3063,num_people_attached,9768
3063,num_people_uncertainly_attached,1643
3063,total_population_attachment,11411
3063,percent_attached,85.6
3063,percent_uncertaintly_attached,14.4
3063,crime_person_total,52
3063,crime_property_total,229
3063,crime_other_total,16
3063,crime_total,297
3063,crime_person_total_per_1000pop_plus_50m_buffer,6.04
3063,crime_property_total_per_1000pop_plus_50m_buffer,27.06
3063,crime_other_total_per_1000pop_plus_50m_buffer,2.19
3063,crime_total_per_1000pop_plus_50m_buffer,35.29
3063,walkscore_mean,45.73
3063,walkscore_sd,9.21
3063,bikescore_mean,84
3063,bikescore_sd,9.05
3063,Deciles,5
3063,Quintiles,3
3064,food_convenience_num_region_plus_buffer,0
3064,food_convenience_num_per_1000_res_plus_buffer,0
3064,food_convenience_dist_closest_3_popwt,NA
3064,food_convenience_pct_within_15_mins,NA
3064,food_fastfood_num_region_plus_buffer,1
3064,food_fastfood_num_per_1000_res_plus_buffer,9.09
3064,food_fastfood_dist_closest_3_popwt,NA
3064,food_fastfood_pct_within_15_mins,NA
3064,food_grocery_num_region_plus_buffer,0
3064,food_grocery_num_per_1000_res_plus_buffer,0
3064,food_grocery_dist_closest_3_popwt,NA
3064,food_grocery_pct_within_15_mins,NA
3064,food_resto_num_region_plus_buffer,1
3064,food_resto_num_per_1000_res_plus_buffer,9.09
3064,food_resto_dist_closest_3_popwt,NA
3064,food_resto_pct_within_15_mins,NA
3064,food_specialty_num_region_plus_buffer,0
3064,food_specialty_num_per_1000_res_plus_buffer,0
3064,food_specialty_dist_closest_3_popwt,NA
3064,food_specialty_pct_within_15_mins,NA
3064,num_people_attached,NA
3064,num_people_uncertainly_attached,NA
3064,total_population_attachment,NA
3064,percent_attached,NA
3064,percent_uncertaintly_attached,NA
3064,crime_person_total,13
3064,crime_property_total,23
3064,crime_other_total,10
3064,crime_total,46
3064,crime_person_total_per_1000pop_plus_50m_buffer,163.64
3064,crime_property_total_per_1000pop_plus_50m_buffer,272.73
3064,crime_other_total_per_1000pop_plus_50m_buffer,109.09
3064,crime_total_per_1000pop_plus_50m_buffer,545.45
3064,walkscore_mean,49.33
3064,walkscore_sd,4.62
3064,bikescore_mean,94
3064,bikescore_sd,1
3064,Deciles,NA
3064,Quintiles,NA
3065,food_convenience_num_region_plus_buffer,5
3065,food_convenience_num_per_1000_res_plus_buffer,0.36
3065,food_convenience_dist_closest_3_popwt,0.83
3065,food_convenience_pct_within_15_mins,1
3065,food_fastfood_num_region_plus_buffer,22
3065,food_fastfood_num_per_1000_res_plus_buffer,1.57
3065,food_fastfood_dist_closest_3_popwt,0.55
3065,food_fastfood_pct_within_15_mins,1
3065,food_grocery_num_region_plus_buffer,3
3065,food_grocery_num_per_1000_res_plus_buffer,0.21
3065,food_grocery_dist_closest_3_popwt,1.09
3065,food_grocery_pct_within_15_mins,0.91
3065,food_resto_num_region_plus_buffer,17
3065,food_resto_num_per_1000_res_plus_buffer,1.21
3065,food_resto_dist_closest_3_popwt,0.55
3065,food_resto_pct_within_15_mins,1
3065,food_specialty_num_region_plus_buffer,4
3065,food_specialty_num_per_1000_res_plus_buffer,0.28
3065,food_specialty_dist_closest_3_popwt,0.83
3065,food_specialty_pct_within_15_mins,1
3065,num_people_attached,12457
3065,num_people_uncertainly_attached,4170
3065,total_population_attachment,16627
3065,percent_attached,74.9
3065,percent_uncertaintly_attached,25.1
3065,crime_person_total,167
3065,crime_property_total,498
3065,crime_other_total,63
3065,crime_total,728
3065,crime_person_total_per_1000pop_plus_50m_buffer,13.1
3065,crime_property_total_per_1000pop_plus_50m_buffer,37.74
3065,crime_other_total_per_1000pop_plus_50m_buffer,4.7
3065,crime_total_per_1000pop_plus_50m_buffer,55.54
3065,walkscore_mean,39.86
3065,walkscore_sd,6.48
3065,bikescore_mean,75.82
3065,bikescore_sd,12.14
3065,Deciles,10
3065,Quintiles,5
3066,food_convenience_num_region_plus_buffer,0
3066,food_convenience_num_per_1000_res_plus_buffer,0
3066,food_convenience_dist_closest_3_popwt,1.43
3066,food_convenience_pct_within_15_mins,0.33
3066,food_fastfood_num_region_plus_buffer,0
3066,food_fastfood_num_per_1000_res_plus_buffer,0
3066,food_fastfood_dist_closest_3_popwt,0.97
3066,food_fastfood_pct_within_15_mins,1
3066,food_grocery_num_region_plus_buffer,0
3066,food_grocery_num_per_1000_res_plus_buffer,0
3066,food_grocery_dist_closest_3_popwt,2.81
3066,food_grocery_pct_within_15_mins,0
3066,food_resto_num_region_plus_buffer,1
3066,food_resto_num_per_1000_res_plus_buffer,0.31
3066,food_resto_dist_closest_3_popwt,1.22
3066,food_resto_pct_within_15_mins,1
3066,food_specialty_num_region_plus_buffer,0
3066,food_specialty_num_per_1000_res_plus_buffer,0
3066,food_specialty_dist_closest_3_popwt,1.83
3066,food_specialty_pct_within_15_mins,0.1
3066,num_people_attached,2802
3066,num_people_uncertainly_attached,532
3066,total_population_attachment,3334
3066,percent_attached,84
3066,percent_uncertaintly_attached,16
3066,crime_person_total,10
3066,crime_property_total,40
3066,crime_other_total,3
3066,crime_total,53
3066,crime_person_total_per_1000pop_plus_50m_buffer,4.08
3066,crime_property_total_per_1000pop_plus_50m_buffer,13.81
3066,crime_other_total_per_1000pop_plus_50m_buffer,1.26
3066,crime_total_per_1000pop_plus_50m_buffer,19.15
3066,walkscore_mean,22.5
3066,walkscore_sd,8.05
3066,bikescore_mean,65.48
3066,bikescore_sd,2.28
3066,Deciles,6
3066,Quintiles,3
3067,food_convenience_num_region_plus_buffer,6
3067,food_convenience_num_per_1000_res_plus_buffer,0.87
3067,food_convenience_dist_closest_3_popwt,0.46
3067,food_convenience_pct_within_15_mins,1
3067,food_fastfood_num_region_plus_buffer,12
3067,food_fastfood_num_per_1000_res_plus_buffer,1.74
3067,food_fastfood_dist_closest_3_popwt,0.34
3067,food_fastfood_pct_within_15_mins,1
3067,food_grocery_num_region_plus_buffer,1
3067,food_grocery_num_per_1000_res_plus_buffer,0.14
3067,food_grocery_dist_closest_3_popwt,0.88
3067,food_grocery_pct_within_15_mins,1
3067,food_resto_num_region_plus_buffer,14
3067,food_resto_num_per_1000_res_plus_buffer,2.03
3067,food_resto_dist_closest_3_popwt,0.32
3067,food_resto_pct_within_15_mins,1
3067,food_specialty_num_region_plus_buffer,1
3067,food_specialty_num_per_1000_res_plus_buffer,0.14
3067,food_specialty_dist_closest_3_popwt,0.85
3067,food_specialty_pct_within_15_mins,1
3067,num_people_attached,4551
3067,num_people_uncertainly_attached,1440
3067,total_population_attachment,5991
3067,percent_attached,76
3067,percent_uncertaintly_attached,24
3067,crime_person_total,138
3067,crime_property_total,945
3067,crime_other_total,257
3067,crime_total,1340
3067,crime_person_total_per_1000pop_plus_50m_buffer,37.76
3067,crime_property_total_per_1000pop_plus_50m_buffer,162.24
3067,crime_other_total_per_1000pop_plus_50m_buffer,42.41
3067,crime_total_per_1000pop_plus_50m_buffer,242.41
3067,walkscore_mean,71.44
3067,walkscore_sd,9
3067,bikescore_mean,95.56
3067,bikescore_sd,4.48
3067,Deciles,10
3067,Quintiles,5
3068,food_convenience_num_region_plus_buffer,9
3068,food_convenience_num_per_1000_res_plus_buffer,1.51
3068,food_convenience_dist_closest_3_popwt,0.31
3068,food_convenience_pct_within_15_mins,1
3068,food_fastfood_num_region_plus_buffer,61
3068,food_fastfood_num_per_1000_res_plus_buffer,10.27
3068,food_fastfood_dist_closest_3_popwt,0.21
3068,food_fastfood_pct_within_15_mins,1
3068,food_grocery_num_region_plus_buffer,4
3068,food_grocery_num_per_1000_res_plus_buffer,0.67
3068,food_grocery_dist_closest_3_popwt,0.63
3068,food_grocery_pct_within_15_mins,1
3068,food_resto_num_region_plus_buffer,91
3068,food_resto_num_per_1000_res_plus_buffer,15.32
3068,food_resto_dist_closest_3_popwt,0.23
3068,food_resto_pct_within_15_mins,1
3068,food_specialty_num_region_plus_buffer,21
3068,food_specialty_num_per_1000_res_plus_buffer,3.54
3068,food_specialty_dist_closest_3_popwt,0.45
3068,food_specialty_pct_within_15_mins,1
3068,num_people_attached,5275
3068,num_people_uncertainly_attached,2023
3068,total_population_attachment,7298
3068,percent_attached,72.3
3068,percent_uncertaintly_attached,27.7
3068,crime_person_total,571
3068,crime_property_total,1258
3068,crime_other_total,262
3068,crime_total,2091
3068,crime_person_total_per_1000pop_plus_50m_buffer,96.63
3068,crime_property_total_per_1000pop_plus_50m_buffer,211.95
3068,crime_other_total_per_1000pop_plus_50m_buffer,44.11
3068,crime_total_per_1000pop_plus_50m_buffer,352.69
3068,walkscore_mean,58.43
3068,walkscore_sd,9.09
3068,bikescore_mean,95.31
3068,bikescore_sd,2.14
3068,Deciles,7
3068,Quintiles,4
3069,food_convenience_num_region_plus_buffer,5
3069,food_convenience_num_per_1000_res_plus_buffer,0.62
3069,food_convenience_dist_closest_3_popwt,0.69
3069,food_convenience_pct_within_15_mins,1
3069,food_fastfood_num_region_plus_buffer,10
3069,food_fastfood_num_per_1000_res_plus_buffer,1.24
3069,food_fastfood_dist_closest_3_popwt,0.52
3069,food_fastfood_pct_within_15_mins,1
3069,food_grocery_num_region_plus_buffer,1
3069,food_grocery_num_per_1000_res_plus_buffer,0.12
3069,food_grocery_dist_closest_3_popwt,1.34
3069,food_grocery_pct_within_15_mins,0.63
3069,food_resto_num_region_plus_buffer,5
3069,food_resto_num_per_1000_res_plus_buffer,0.62
3069,food_resto_dist_closest_3_popwt,0.55
3069,food_resto_pct_within_15_mins,1
3069,food_specialty_num_region_plus_buffer,1
3069,food_specialty_num_per_1000_res_plus_buffer,0.12
3069,food_specialty_dist_closest_3_popwt,1.16
3069,food_specialty_pct_within_15_mins,1
3069,num_people_attached,7314
3069,num_people_uncertainly_attached,1699
3069,total_population_attachment,9013
3069,percent_attached,81.1
3069,percent_uncertaintly_attached,18.9
3069,crime_person_total,67
3069,crime_property_total,158
3069,crime_other_total,15
3069,crime_total,240
3069,crime_person_total_per_1000pop_plus_50m_buffer,8.68
3069,crime_property_total_per_1000pop_plus_50m_buffer,20.6
3069,crime_other_total_per_1000pop_plus_50m_buffer,1.99
3069,crime_total_per_1000pop_plus_50m_buffer,31.27
3069,walkscore_mean,58.38
3069,walkscore_sd,14.13
3069,bikescore_mean,85.56
3069,bikescore_sd,5.89
3069,Deciles,9
3069,Quintiles,5
3070,food_convenience_num_region_plus_buffer,3
3070,food_convenience_num_per_1000_res_plus_buffer,0.29
3070,food_convenience_dist_closest_3_popwt,4.01
3070,food_convenience_pct_within_15_mins,0.28
3070,food_fastfood_num_region_plus_buffer,10
3070,food_fastfood_num_per_1000_res_plus_buffer,0.96
3070,food_fastfood_dist_closest_3_popwt,2.84
3070,food_fastfood_pct_within_15_mins,0.26
3070,food_grocery_num_region_plus_buffer,1
3070,food_grocery_num_per_1000_res_plus_buffer,0.1
3070,food_grocery_dist_closest_3_popwt,6.07
3070,food_grocery_pct_within_15_mins,0.12
3070,food_resto_num_region_plus_buffer,17
3070,food_resto_num_per_1000_res_plus_buffer,1.63
3070,food_resto_dist_closest_3_popwt,2.77
3070,food_resto_pct_within_15_mins,0.24
3070,food_specialty_num_region_plus_buffer,4
3070,food_specialty_num_per_1000_res_plus_buffer,0.38
3070,food_specialty_dist_closest_3_popwt,3.62
3070,food_specialty_pct_within_15_mins,0.21
3070,num_people_attached,10129
3070,num_people_uncertainly_attached,1066
3070,total_population_attachment,11195
3070,percent_attached,90.5
3070,percent_uncertaintly_attached,9.5
3070,crime_person_total,41
3070,crime_property_total,129
3070,crime_other_total,3
3070,crime_total,173
3070,crime_person_total_per_1000pop_plus_50m_buffer,4.31
3070,crime_property_total_per_1000pop_plus_50m_buffer,13.88
3070,crime_other_total_per_1000pop_plus_50m_buffer,0.38
3070,crime_total_per_1000pop_plus_50m_buffer,18.57
3070,walkscore_mean,17.69
3070,walkscore_sd,22.96
3070,bikescore_mean,32.89
3070,bikescore_sd,8.13
3070,Deciles,1
3070,Quintiles,1
3071,food_convenience_num_region_plus_buffer,0
3071,food_convenience_num_per_1000_res_plus_buffer,0
3071,food_convenience_dist_closest_3_popwt,11.81
3071,food_convenience_pct_within_15_mins,0
3071,food_fastfood_num_region_plus_buffer,0
3071,food_fastfood_num_per_1000_res_plus_buffer,0
3071,food_fastfood_dist_closest_3_popwt,9.22
3071,food_fastfood_pct_within_15_mins,0
3071,food_grocery_num_region_plus_buffer,0
3071,food_grocery_num_per_1000_res_plus_buffer,0
3071,food_grocery_dist_closest_3_popwt,14.48
3071,food_grocery_pct_within_15_mins,0
3071,food_resto_num_region_plus_buffer,1
3071,food_resto_num_per_1000_res_plus_buffer,0.43
3071,food_resto_dist_closest_3_popwt,9.45
3071,food_resto_pct_within_15_mins,0.01
3071,food_specialty_num_region_plus_buffer,0
3071,food_specialty_num_per_1000_res_plus_buffer,0
3071,food_specialty_dist_closest_3_popwt,13.38
3071,food_specialty_pct_within_15_mins,0
3071,num_people_attached,2358
3071,num_people_uncertainly_attached,222
3071,total_population_attachment,2580
3071,percent_attached,91.4
3071,percent_uncertaintly_attached,8.6
3071,crime_person_total,8
3071,crime_property_total,20
3071,crime_other_total,2
3071,crime_total,30
3071,crime_person_total_per_1000pop_plus_50m_buffer,3.85
3071,crime_property_total_per_1000pop_plus_50m_buffer,9.85
3071,crime_other_total_per_1000pop_plus_50m_buffer,0.86
3071,crime_total_per_1000pop_plus_50m_buffer,14.56
3071,walkscore_mean,0.19
3071,walkscore_sd,0.94
3071,bikescore_mean,26.14
3071,bikescore_sd,1.23
3071,Deciles,4
3071,Quintiles,2
3072,food_convenience_num_region_plus_buffer,0
3072,food_convenience_num_per_1000_res_plus_buffer,0
3072,food_convenience_dist_closest_3_popwt,1.57
3072,food_convenience_pct_within_15_mins,0.4
3072,food_fastfood_num_region_plus_buffer,1
3072,food_fastfood_num_per_1000_res_plus_buffer,0.33
3072,food_fastfood_dist_closest_3_popwt,1.31
3072,food_fastfood_pct_within_15_mins,0.69
3072,food_grocery_num_region_plus_buffer,0
3072,food_grocery_num_per_1000_res_plus_buffer,0
3072,food_grocery_dist_closest_3_popwt,3.19
3072,food_grocery_pct_within_15_mins,0
3072,food_resto_num_region_plus_buffer,0
3072,food_resto_num_per_1000_res_plus_buffer,0
3072,food_resto_dist_closest_3_popwt,1.88
3072,food_resto_pct_within_15_mins,0.28
3072,food_specialty_num_region_plus_buffer,0
3072,food_specialty_num_per_1000_res_plus_buffer,0
3072,food_specialty_dist_closest_3_popwt,3.63
3072,food_specialty_pct_within_15_mins,0
3072,num_people_attached,2492
3072,num_people_uncertainly_attached,277
3072,total_population_attachment,2769
3072,percent_attached,90
3072,percent_uncertaintly_attached,10
3072,crime_person_total,6
3072,crime_property_total,28
3072,crime_other_total,1
3072,crime_total,35
3072,crime_person_total_per_1000pop_plus_50m_buffer,2.31
3072,crime_property_total_per_1000pop_plus_50m_buffer,9.24
3072,crime_other_total_per_1000pop_plus_50m_buffer,0.33
3072,crime_total_per_1000pop_plus_50m_buffer,11.88
3072,walkscore_mean,24.51
3072,walkscore_sd,10.32
3072,bikescore_mean,52.18
3072,bikescore_sd,9.05
3072,Deciles,1
3072,Quintiles,1
3073,food_convenience_num_region_plus_buffer,1
3073,food_convenience_num_per_1000_res_plus_buffer,0.17
3073,food_convenience_dist_closest_3_popwt,7.71
3073,food_convenience_pct_within_15_mins,0.23
3073,food_fastfood_num_region_plus_buffer,3
3073,food_fastfood_num_per_1000_res_plus_buffer,0.52
3073,food_fastfood_dist_closest_3_popwt,5.04
3073,food_fastfood_pct_within_15_mins,0.24
3073,food_grocery_num_region_plus_buffer,0
3073,food_grocery_num_per_1000_res_plus_buffer,0
3073,food_grocery_dist_closest_3_popwt,11.56
3073,food_grocery_pct_within_15_mins,0
3073,food_resto_num_region_plus_buffer,2
3073,food_resto_num_per_1000_res_plus_buffer,0.35
3073,food_resto_dist_closest_3_popwt,6.12
3073,food_resto_pct_within_15_mins,0.23
3073,food_specialty_num_region_plus_buffer,0
3073,food_specialty_num_per_1000_res_plus_buffer,0
3073,food_specialty_dist_closest_3_popwt,17.43
3073,food_specialty_pct_within_15_mins,0
3073,num_people_attached,5959
3073,num_people_uncertainly_attached,527
3073,total_population_attachment,6486
3073,percent_attached,91.9
3073,percent_uncertaintly_attached,8.1
3073,crime_person_total,19
3073,crime_property_total,59
3073,crime_other_total,4
3073,crime_total,82
3073,crime_person_total_per_1000pop_plus_50m_buffer,3.46
3073,crime_property_total_per_1000pop_plus_50m_buffer,10.72
3073,crime_other_total_per_1000pop_plus_50m_buffer,0.69
3073,crime_total_per_1000pop_plus_50m_buffer,14.87
3073,walkscore_mean,4.52
3073,walkscore_sd,8.54
3073,bikescore_mean,28.78
3073,bikescore_sd,5.59
3073,Deciles,3
3073,Quintiles,2
3075,food_convenience_num_region_plus_buffer,0
3075,food_convenience_num_per_1000_res_plus_buffer,0
3075,food_convenience_dist_closest_3_popwt,12.07
3075,food_convenience_pct_within_15_mins,0
3075,food_fastfood_num_region_plus_buffer,0
3075,food_fastfood_num_per_1000_res_plus_buffer,0
3075,food_fastfood_dist_closest_3_popwt,10.52
3075,food_fastfood_pct_within_15_mins,0
3075,food_grocery_num_region_plus_buffer,0
3075,food_grocery_num_per_1000_res_plus_buffer,0
3075,food_grocery_dist_closest_3_popwt,14.05
3075,food_grocery_pct_within_15_mins,0
3075,food_resto_num_region_plus_buffer,1
3075,food_resto_num_per_1000_res_plus_buffer,0.26
3075,food_resto_dist_closest_3_popwt,7.95
3075,food_resto_pct_within_15_mins,0.3
3075,food_specialty_num_region_plus_buffer,0
3075,food_specialty_num_per_1000_res_plus_buffer,0
3075,food_specialty_dist_closest_3_popwt,12.09
3075,food_specialty_pct_within_15_mins,0
3075,num_people_attached,4229
3075,num_people_uncertainly_attached,388
3075,total_population_attachment,4617
3075,percent_attached,91.6
3075,percent_uncertaintly_attached,8.4
3075,crime_person_total,11
3075,crime_property_total,38
3075,crime_other_total,3
3075,crime_total,52
3075,crime_person_total_per_1000pop_plus_50m_buffer,3.6
3075,crime_property_total_per_1000pop_plus_50m_buffer,10.3
3075,crime_other_total_per_1000pop_plus_50m_buffer,0.77
3075,crime_total_per_1000pop_plus_50m_buffer,14.67
3075,walkscore_mean,1.41
3075,walkscore_sd,2.77
3075,bikescore_mean,26.2
3075,bikescore_sd,2.19
3075,Deciles,3
3075,Quintiles,2
3074,food_convenience_num_region_plus_buffer,3
3074,food_convenience_num_per_1000_res_plus_buffer,0.35
3074,food_convenience_dist_closest_3_popwt,4.2
3074,food_convenience_pct_within_15_mins,0.41
3074,food_fastfood_num_region_plus_buffer,10
3074,food_fastfood_num_per_1000_res_plus_buffer,1.16
3074,food_fastfood_dist_closest_3_popwt,1.97
3074,food_fastfood_pct_within_15_mins,0.5
3074,food_grocery_num_region_plus_buffer,2
3074,food_grocery_num_per_1000_res_plus_buffer,0.23
3074,food_grocery_dist_closest_3_popwt,6.87
3074,food_grocery_pct_within_15_mins,0.2
3074,food_resto_num_region_plus_buffer,7
3074,food_resto_num_per_1000_res_plus_buffer,0.81
3074,food_resto_dist_closest_3_popwt,2.15
3074,food_resto_pct_within_15_mins,0.45
3074,food_specialty_num_region_plus_buffer,2
3074,food_specialty_num_per_1000_res_plus_buffer,0.23
3074,food_specialty_dist_closest_3_popwt,4.06
3074,food_specialty_pct_within_15_mins,0.33
3074,num_people_attached,9342
3074,num_people_uncertainly_attached,881
3074,total_population_attachment,10223
