VAR_ID,3002,3003,3004,3005,3007,3008,3009,3010,3011,3012,3013,3014,3015,3016,3017,3018,3020,3021,3022,3023,3024,3025,3026,3027,3028,3029,3031,3032,3034,3035,3036,3037,3038,3039,3040,3041,3043,3044,3045,3046,3047,3048,3049,3052,3053,3054,3055,3056,3058,3059,3060,3061,3062,3063,3065,3066,3067,3068,3069,3070,3071,3072,3073,3075,3074,3076,3077,3078,3079,3080,3081,3082,3083,3085,3086,3087,3088,3089,3090,3091,3092,3093,3094,3095,3097,3098,3099,3100,3101,3103,3104,3105,3106,3107,3108,3109,3110,3111,3112,3113,3114,3115,3116,3117
percent_of_workers_age_15_who_work_at_home,Q4,Q3,Q2,Q3,Q2,Q1,Q2,Q3,Q3,Q3,Q3,Q5,Q3,Q5,Q5,Q3,Q4,Q3,Q3,Q3,Q5,Q4,Q5,Q4,Q2,Q3,Q1,Q4,Q3,Q2,Q2,Q2,Q2,Q1,Q3,Q1,Q5,Q4,Q2,Q1,Q5,Q4,Q4,Q2,Q1,Q1,Q5,Q2,Q2,Q3,Q5,Q4,Q1,Q4,Q3,Q1,Q2,Q3,Q2,Q4,Q1,Q1,Q2,Q1,Q3,Q1,Q3,Q2,Q5,Q5,Q4,Q4,Q3,Q4,Q2,Q4,Q1,Q2,Q2,Q5,Q1,Q1,Q1,Q3,Q5,Q1,Q1,Q5,Q4,Q4,Q5,Q1,Q5,Q4,Q5,Q5,Q2,Q4,Q2,Q1,Q1,Q4,Q5,Q4
percent_of_workers_age_15_who_have_no_fixed_workplace_address,Q3,Q5,Q3,Q2,Q2,Q1,Q2,Q2,Q4,Q3,Q4,Q5,Q3,Q4,Q4,Q3,Q5,Q3,Q2,Q3,Q5,Q3,Q5,Q5,Q4,Q1,Q1,Q5,Q4,Q4,Q1,Q2,Q2,Q3,Q2,Q2,Q5,Q5,Q1,Q1,Q2,Q4,Q4,Q2,Q2,Q3,Q3,Q3,Q3,Q1,Q4,Q3,Q1,Q2,Q5,Q1,Q2,Q1,Q3,Q3,Q1,Q1,Q4,Q2,Q4,Q2,Q1,Q3,Q5,Q5,Q5,Q2,Q1,Q4,Q4,Q5,Q3,Q4,Q1,Q5,Q1,Q1,Q2,Q4,Q4,Q1,Q1,Q5,Q4,Q2,Q4,Q1,Q5,Q4,Q4,Q5,Q1,Q5,Q3,Q2,Q1,Q4,Q2,Q3
percent_of_people_age_25_64_with_a_high_school_diploma,Q5,Q1,Q1,Q4,Q2,Q1,Q2,Q2,Q1,Q4,Q2,Q4,Q1,Q5,Q4,Q2,Q1,Q5,Q2,Q4,Q4,Q4,Q5,Q3,Q2,Q5,Q1,Q3,Q1,Q2,Q4,Q3,Q4,Q1,Q2,Q1,Q4,Q3,Q3,Q3,Q5,Q4,Q3,Q2,Q1,Q1,Q4,Q1,Q2,Q5,Q5,Q3,Q3,Q5,Q1,Q5,Q1,Q4,Q1,Q5,Q3,Q4,Q3,Q3,Q3,Q2,Q5,Q4,Q3,Q4,Q2,Q5,Q5,Q4,Q2,Q1,Q1,Q1,Q3,Q3,Q2,Q2,Q2,Q3,Q3,Q2,Q5,Q5,Q3,Q4,Q4,Q3,Q5,Q5,Q4,Q5,Q3,Q1,Q1,Q2,Q2,Q1,Q4,Q2
percent_of_workers_who_commute_for_60_minutes_and_over,Q1,Q5,Q5,Q4,Q2,Q5,Q2,Q2,Q3,Q2,Q2,Q3,Q4,Q5,Q5,Q3,Q3,Q4,Q4,Q3,Q2,Q3,Q3,Q3,Q5,Q1,Q5,Q4,Q1,Q3,Q1,Q1,Q3,Q1,Q1,Q4,Q5,Q2,Q2,Q5,Q1,Q3,Q1,Q1,Q2,Q5,Q3,Q1,Q2,Q1,Q4,Q1,Q1,Q2,Q5,Q4,Q4,Q4,Q4,Q1,Q5,Q1,Q1,Q2,Q3,Q2,Q1,Q1,Q4,Q3,Q3,Q2,Q2,Q4,Q3,Q5,Q5,Q2,Q3,Q5,Q1,Q1,Q3,Q4,Q3,Q4,Q1,Q2,Q2,Q2,Q4,Q5,Q3,Q4,Q4,Q4,Q4,Q5,Q4,Q3,Q3,Q5,Q2,Q5
percent_self_identified_as_south_asian,Q3,Q5,Q3,Q4,Q4,Q2,Q4,Q1,Q1,Q3,Q4,Q4,Q4,Q5,Q3,Q4,Q3,Q2,Q2,Q5,Q3,Q4,Q4,Q5,Q5,Q3,Q1,Q1,Q4,Q3,Q2,Q1,Q2,Q1,Q1,Q4,Q3,Q5,Q5,Q1,Q2,Q4,Q2,Q4,Q3,Q3,Q2,Q4,Q4,Q1,Q5,Q3,Q1,Q3,Q5,Q3,Q3,Q3,Q1,Q2,Q1,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q5,Q5,Q3,Q5,Q2,Q3,Q1,Q2,Q5,Q4,Q3,Q5,Q4,Q2,Q1,Q1,Q5,Q2,Q2,Q5,Q5,Q4,Q2,Q3,Q4,Q5,Q4,Q5,Q3,Q2,Q2,Q1,Q4,Q2,Q2,Q2
percent_households_2020_at_income_under_10_000,Q4,Q4,Q2,Q4,Q1,Q1,Q5,Q3,Q3,Q4,Q3,Q2,Q4,Q3,Q1,Q5,Q5,Q2,Q4,Q4,Q5,Q2,Q2,Q3,Q5,Q5,Q4,Q2,Q3,Q3,Q3,Q3,Q1,Q1,Q2,Q3,Q2,Q2,Q3,Q1,Q4,Q3,Q3,Q5,Q1,Q5,Q4,Q1,Q5,Q1,Q4,Q2,Q1,Q4,Q4,Q1,Q5,Q5,Q4,Q2,Q1,Q1,Q3,Q1,Q1,Q1,Q5,Q1,Q3,Q2,Q3,Q5,Q4,Q2,Q1,Q5,Q3,Q2,Q1,Q2,Q1,Q4,Q1,Q2,Q2,Q5,Q1,Q3,Q5,Q2,Q5,Q4,Q2,Q3,Q3,Q3,Q4,Q4,Q5,Q1,Q1,Q5,Q4,Q4
percent_households_2020_at_income_10_000_19_999,Q2,Q4,Q4,Q3,Q4,Q2,Q5,Q2,Q2,Q4,Q4,Q3,Q5,Q2,Q1,Q4,Q5,Q3,Q4,Q3,Q5,Q2,Q2,Q3,Q4,Q5,Q1,Q1,Q1,Q3,Q1,Q1,Q3,Q3,Q4,Q4,Q2,Q2,Q3,Q2,Q4,Q3,Q2,Q4,Q1,Q5,Q5,Q4,Q3,Q2,Q3,Q2,Q1,Q4,Q5,Q1,Q5,Q5,Q5,Q2,Q1,Q1,Q2,Q1,Q3,Q1,Q3,Q1,Q3,Q2,Q3,Q5,Q4,Q1,Q2,Q5,Q5,Q4,Q4,Q2,Q3,Q1,Q1,Q3,Q1,Q4,Q3,Q2,Q4,Q1,Q5,Q3,Q1,Q1,Q3,Q2,Q2,Q5,Q5,Q1,Q5,Q5,Q4,Q4
percent_households_2020_at_income_20_000_to_29_999,Q2,Q4,Q4,Q3,Q3,Q5,Q5,Q2,Q2,Q4,Q4,Q1,Q5,Q1,Q1,Q4,Q5,Q3,Q4,Q3,Q5,Q1,Q1,Q2,Q3,Q3,Q4,Q3,Q3,Q3,Q1,Q2,Q1,Q3,Q4,Q4,Q1,Q1,Q3,Q3,Q4,Q2,Q1,Q2,Q4,Q5,Q5,Q4,Q3,Q2,Q2,Q2,Q3,Q4,Q5,Q3,Q5,Q5,Q5,Q2,Q1,Q1,Q2,Q1,Q3,Q4,Q3,Q2,Q2,Q1,Q3,Q3,Q2,Q1,Q3,Q5,Q4,Q4,Q4,Q1,Q4,Q2,Q1,Q2,Q2,Q4,Q1,Q2,Q5,Q3,Q5,Q4,Q1,Q1,Q1,Q2,Q1,Q5,Q5,Q2,Q4,Q5,Q5,Q5
percent_households_2020_at_income_30_000_to_39_999,Q3,Q5,Q4,Q3,Q4,Q4,Q5,Q3,Q3,Q3,Q4,Q1,Q5,Q2,Q1,Q5,Q5,Q1,Q4,Q2,Q5,Q1,Q1,Q2,Q4,Q2,Q4,Q2,Q2,Q3,Q1,Q1,Q1,Q3,Q5,Q5,Q1,Q2,Q3,Q2,Q4,Q2,Q1,Q3,Q4,Q4,Q4,Q3,Q5,Q2,Q2,Q2,Q2,Q4,Q5,Q3,Q4,Q4,Q5,Q1,Q3,Q3,Q1,Q3,Q1,Q1,Q3,Q3,Q2,Q2,Q3,Q3,Q2,Q1,Q2,Q5,Q5,Q3,Q4,Q1,Q4,Q3,Q4,Q2,Q1,Q5,Q2,Q1,Q5,Q1,Q5,Q4,Q1,Q1,Q2,Q1,Q2,Q5,Q5,Q3,Q4,Q5,Q4,Q4
percent_households_2020_at_income_40_000_to_49_999,Q1,Q5,Q5,Q2,Q4,Q4,Q5,Q2,Q3,Q4,Q4,Q1,Q5,Q1,Q1,Q5,Q5,Q1,Q4,Q2,Q4,Q2,Q1,Q1,Q3,Q3,Q4,Q3,Q3,Q4,Q2,Q1,Q1,Q3,Q4,Q5,Q1,Q1,Q2,Q3,Q3,Q4,Q1,Q4,Q2,Q5,Q4,Q2,Q4,Q3,Q1,Q3,Q2,Q4,Q5,Q4,Q5,Q4,Q5,Q2,Q1,Q1,Q2,Q2,Q2,Q2,Q3,Q1,Q2,Q2,Q3,Q3,Q1,Q2,Q4,Q4,Q5,Q3,Q3,Q1,Q3,Q3,Q4,Q3,Q2,Q5,Q1,Q1,Q5,Q3,Q5,Q5,Q2,Q1,Q2,Q1,Q3,Q5,Q5,Q2,Q5,Q4,Q3,Q4
percent_households_2020_at_income_50_000_to_59_999,Q1,Q5,Q5,Q3,Q3,Q4,Q4,Q5,Q3,Q5,Q4,Q1,Q5,Q1,Q1,Q5,Q5,Q1,Q4,Q2,Q5,Q2,Q1,Q1,Q4,Q1,Q3,Q3,Q3,Q4,Q1,Q1,Q1,Q4,Q4,Q3,Q2,Q1,Q4,Q3,Q3,Q2,Q1,Q4,Q3,Q4,Q5,Q4,Q5,Q2,Q2,Q4,Q2,Q3,Q5,Q5,Q3,Q5,Q4,Q1,Q2,Q1,Q2,Q3,Q2,Q2,Q2,Q2,Q2,Q3,Q3,Q3,Q1,Q2,Q2,Q4,Q5,Q4,Q4,Q2,Q4,Q4,Q3,Q3,Q1,Q3,Q1,Q1,Q5,Q3,Q5,Q2,Q1,Q1,Q2,Q1,Q2,Q5,Q5,Q2,Q4,Q5,Q3,Q4
percent_households_2020_at_income_60_000_to_69_999,Q2,Q5,Q5,Q4,Q4,Q5,Q3,Q3,Q4,Q2,Q4,Q1,Q5,Q1,Q1,Q4,Q3,Q1,Q5,Q2,Q5,Q2,Q1,Q3,Q5,Q1,Q2,Q3,Q5,Q4,Q2,Q1,Q1,Q4,Q4,Q4,Q1,Q2,Q3,Q3,Q3,Q4,Q1,Q4,Q4,Q4,Q5,Q3,Q5,Q1,Q2,Q2,Q1,Q3,Q5,Q5,Q3,Q4,Q4,Q1,Q1,Q1,Q3,Q1,Q2,Q2,Q3,Q1,Q4,Q2,Q5,Q3,Q1,Q2,Q2,Q5,Q5,Q4,Q3,Q2,Q5,Q5,Q4,Q3,Q1,Q3,Q1,Q2,Q4,Q3,Q5,Q3,Q1,Q1,Q2,Q2,Q3,Q5,Q4,Q3,Q2,Q2,Q2,Q4
percent_households_2020_at_income_70_000_to_79_999,Q1,Q5,Q4,Q3,Q5,Q5,Q3,Q5,Q4,Q2,Q3,Q2,Q4,Q1,Q4,Q4,Q3,Q1,Q4,Q2,Q5,Q2,Q2,Q2,Q1,Q3,Q1,Q4,Q4,Q3,Q1,Q1,Q2,Q5,Q5,Q5,Q2,Q4,Q4,Q4,Q3,Q5,Q1,Q1,Q3,Q4,Q4,Q5,Q4,Q1,Q3,Q5,Q2,Q1,Q4,Q3,Q3,Q5,Q5,Q1,Q5,Q1,Q1,Q5,Q3,Q1,Q1,Q2,Q3,Q4,Q4,Q2,Q1,Q1,Q1,Q3,Q5,Q4,Q3,Q2,Q2,Q2,Q5,Q5,Q3,Q2,Q4,Q1,Q3,Q3,Q2,Q5,Q1,Q4,Q1,Q3,Q4,Q2,Q3,Q2,Q3,Q2,Q2,Q2
percent_households_2020_at_income_80_000_to_89_999,Q2,Q4,Q4,Q4,Q5,Q5,Q2,Q4,Q3,Q4,Q3,Q4,Q1,Q3,Q3,Q2,Q1,Q1,Q3,Q4,Q3,Q5,Q4,Q5,Q4,Q1,Q3,Q4,Q5,Q5,Q2,Q2,Q1,Q5,Q2,Q5,Q3,Q3,Q1,Q2,Q1,Q5,Q1,Q1,Q5,Q4,Q4,Q4,Q3,Q1,Q2,Q4,Q1,Q1,Q3,Q5,Q1,Q2,Q2,Q1,Q5,Q1,Q3,Q2,Q1,Q3,Q3,Q5,Q4,Q3,Q3,Q2,Q1,Q5,Q5,Q3,Q4,Q5,Q1,Q4,Q2,Q1,Q5,Q3,Q2,Q3,Q1,Q2,Q2,Q3,Q1,Q5,Q2,Q5,Q4,Q4,Q2,Q4,Q3,Q2,Q4,Q2,Q1,Q2
percent_households_2020_at_income_90_000_to_99_999,Q3,Q2,Q3,Q5,Q5,Q4,Q2,Q3,Q5,Q4,Q2,Q5,Q3,Q4,Q4,Q1,Q3,Q2,Q3,Q2,Q1,Q4,Q3,Q5,Q2,Q1,Q5,Q5,Q4,Q4,Q4,Q1,Q2,Q4,Q3,Q2,Q5,Q5,Q4,Q4,Q1,Q5,Q2,Q1,Q3,Q3,Q2,Q3,Q3,Q2,Q3,Q5,Q4,Q2,Q1,Q5,Q1,Q3,Q1,Q2,Q2,Q1,Q3,Q3,Q2,Q1,Q2,Q3,Q4,Q4,Q4,Q1,Q1,Q3,Q2,Q3,Q1,Q4,Q1,Q5,Q2,Q5,Q5,Q5,Q3,Q1,Q5,Q4,Q2,Q4,Q1,Q4,Q2,Q4,Q4,Q5,Q5,Q2,Q1,Q3,Q1,Q1,Q1,Q1
percent_households_2020_at_income_100_000_to_124_999,Q2,Q1,Q2,Q3,Q3,Q2,Q1,Q3,Q3,Q2,Q3,Q4,Q1,Q4,Q5,Q2,Q1,Q3,Q2,Q3,Q1,Q4,Q5,Q4,Q2,Q1,Q5,Q4,Q4,Q4,Q5,Q2,Q4,Q4,Q4,Q2,Q5,Q4,Q2,Q3,Q2,Q5,Q3,Q4,Q5,Q1,Q1,Q3,Q2,Q2,Q3,Q4,Q5,Q1,Q1,Q3,Q1,Q1,Q1,Q3,Q3,Q3,Q5,Q3,Q4,Q5,Q2,Q4,Q5,Q5,Q4,Q1,Q2,Q5,Q4,Q1,Q1,Q3,Q2,Q5,Q2,Q4,Q5,Q5,Q4,Q2,Q3,Q5,Q1,Q3,Q1,Q3,Q3,Q5,Q5,Q4,Q2,Q1,Q1,Q4,Q1,Q1,Q2,Q2
percent_households_2020_at_income_125_000_to_149_999,Q3,Q1,Q2,Q2,Q3,Q2,Q1,Q4,Q4,Q2,Q2,Q5,Q1,Q4,Q4,Q1,Q1,Q4,Q2,Q3,Q1,Q4,Q5,Q4,Q1,Q3,Q4,Q4,Q3,Q3,Q3,Q5,Q3,Q2,Q2,Q1,Q4,Q5,Q3,Q3,Q2,Q4,Q5,Q3,Q3,Q1,Q2,Q3,Q2,Q3,Q3,Q3,Q5,Q2,Q1,Q1,Q1,Q1,Q1,Q4,Q4,Q5,Q5,Q5,Q5,Q4,Q3,Q4,Q4,Q5,Q3,Q2,Q4,Q5,Q4,Q1,Q1,Q3,Q2,Q5,Q1,Q2,Q2,Q4,Q5,Q2,Q5,Q5,Q1,Q3,Q1,Q2,Q4,Q5,Q5,Q4,Q2,Q1,Q1,Q5,Q3,Q1,Q2,Q2
percent_households_2020_at_income_150_000_and_over,Q5,Q1,Q2,Q3,Q2,Q1,Q1,Q3,Q3,Q2,Q2,Q4,Q1,Q5,Q5,Q2,Q1,Q5,Q2,Q4,Q1,Q4,Q5,Q3,Q3,Q5,Q2,Q3,Q2,Q2,Q5,Q5,Q5,Q2,Q2,Q1,Q4,Q4,Q3,Q3,Q4,Q2,Q5,Q3,Q2,Q1,Q1,Q3,Q1,Q5,Q5,Q3,Q4,Q4,Q1,Q2,Q1,Q1,Q1,Q5,Q4,Q5,Q4,Q4,Q4,Q3,Q4,Q4,Q3,Q3,Q2,Q4,Q5,Q3,Q3,Q1,Q1,Q2,Q4,Q4,Q3,Q2,Q1,Q2,Q5,Q2,Q5,Q5,Q2,Q4,Q1,Q1,Q5,Q3,Q4,Q4,Q4,Q1,Q1,Q3,Q3,Q1,Q3,Q2
percent_households_not_suitable_overcrowded,Q2,Q5,Q4,Q3,Q2,Q4,Q4,Q3,Q4,Q2,Q3,Q2,Q4,Q3,Q2,Q4,Q5,Q1,Q4,Q3,Q3,Q2,Q3,Q5,Q5,Q3,Q2,Q2,Q5,Q4,Q1,Q2,Q1,Q2,Q4,Q5,Q2,Q4,Q4,Q1,Q2,Q3,Q1,Q5,Q4,Q5,Q3,Q5,Q5,Q1,Q2,Q2,Q2,Q3,Q5,Q1,Q5,Q3,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q3,Q1,Q4,Q2,Q4,Q5,Q1,Q2,Q1,Q5,Q5,Q5,Q3,Q4,Q3,Q2,Q3,Q1,Q4,Q5,Q1,Q2,Q5,Q2,Q4,Q3,Q1,Q3,Q1,Q3,Q2,Q4,Q5,Q1,Q4,Q4,Q3,Q3
percent_households_with_major_repairs_needed,Q3,Q4,Q3,Q4,Q2,Q2,Q4,Q3,Q2,Q2,Q2,Q1,Q5,Q1,Q1,Q3,Q5,Q2,Q3,Q1,Q4,Q1,Q1,Q1,Q2,Q4,Q5,Q2,Q3,Q2,Q3,Q4,Q3,Q4,Q2,Q5,Q1,Q1,Q3,Q4,Q5,Q2,Q1,Q1,Q3,Q5,Q5,Q2,Q4,Q3,Q1,Q2,Q4,Q3,Q4,Q1,Q5,Q4,Q5,Q2,Q4,Q2,Q3,Q3,Q2,Q2,Q4,Q3,Q1,Q1,Q4,Q3,Q5,Q2,Q5,Q5,Q4,Q5,Q3,Q1,Q4,Q3,Q2,Q2,Q1,Q4,Q3,Q1,Q4,Q4,Q5,Q2,Q1,Q1,Q1,Q1,Q3,Q5,Q5,Q5,Q4,Q5,Q3,Q5
percent_self_identified_as_chinese,Q3,Q2,Q3,Q4,Q1,Q3,Q4,Q1,Q4,Q5,Q2,Q5,Q1,Q5,Q2,Q5,Q4,Q3,Q4,Q5,Q4,Q3,Q3,Q5,Q5,Q4,Q1,Q2,Q4,Q3,Q3,Q1,Q4,Q1,Q2,Q3,Q2,Q4,Q3,Q1,Q4,Q2,Q3,Q4,Q2,Q2,Q3,Q4,Q4,Q3,Q5,Q4,Q1,Q3,Q2,Q4,Q2,Q3,Q1,Q3,Q1,Q4,Q1,Q1,Q1,Q1,Q2,Q1,Q5,Q4,Q4,Q5,Q3,Q3,Q1,Q2,Q2,Q1,Q1,Q3,Q2,Q2,Q1,Q1,Q5,Q2,Q1,Q5,Q4,Q3,Q5,Q5,Q2,Q5,Q5,Q5,Q3,Q2,Q2,Q1,Q5,Q5,Q4,Q3
percent_self_identified_as_black,Q1,Q5,Q5,Q2,Q2,Q3,Q5,Q4,Q4,Q2,Q2,Q2,Q4,Q3,Q4,Q4,Q5,Q1,Q5,Q2,Q3,Q4,Q4,Q4,Q2,Q3,Q1,Q3,Q4,Q2,Q1,Q1,Q1,Q1,Q4,Q5,Q4,Q4,Q3,Q1,Q1,Q3,Q2,Q4,Q5,Q5,Q3,Q5,Q4,Q1,Q2,Q2,Q1,Q2,Q5,Q2,Q5,Q3,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q1,Q4,Q3,Q5,Q2,Q2,Q4,Q1,Q5,Q5,Q5,Q3,Q5,Q4,Q2,Q3,Q3,Q3,Q4,Q1,Q2,Q5,Q3,Q4,Q3,Q2,Q3,Q2,Q3,Q2,Q4,Q5,Q1,Q5,Q3,Q3,Q3
percent_self_identified_as_filipino,Q1,Q5,Q5,Q3,Q5,Q5,Q3,Q3,Q4,Q4,Q4,Q2,Q4,Q5,Q2,Q4,Q4,Q1,Q5,Q2,Q3,Q2,Q4,Q5,Q4,Q1,Q1,Q2,Q4,Q2,Q2,Q1,Q2,Q1,Q4,Q3,Q3,Q3,Q3,Q1,Q1,Q4,Q3,Q5,Q4,Q5,Q2,Q3,Q5,Q1,Q2,Q3,Q1,Q3,Q5,Q4,Q1,Q3,Q5,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q2,Q1,Q5,Q4,Q5,Q3,Q1,Q4,Q1,Q5,Q5,Q5,Q3,Q4,Q4,Q3,Q4,Q3,Q5,Q3,Q1,Q3,Q4,Q3,Q2,Q5,Q2,Q3,Q2,Q4,Q2,Q2,Q2,Q1,Q2,Q2,Q2,Q4
percent_self_identified_as_arab,Q4,Q5,Q4,Q2,Q1,Q4,Q4,Q2,Q5,Q2,Q3,Q3,Q3,Q4,Q3,Q4,Q4,Q1,Q4,Q3,Q2,Q4,Q5,Q5,Q3,Q1,Q1,Q3,Q5,Q4,Q1,Q2,Q1,Q2,Q5,Q5,Q3,Q5,Q4,Q1,Q1,Q2,Q2,Q5,Q5,Q5,Q2,Q5,Q3,Q1,Q3,Q2,Q1,Q2,Q5,Q3,Q3,Q3,Q3,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q4,Q3,Q5,Q2,Q1,Q3,Q1,Q4,Q5,Q5,Q4,Q4,Q2,Q3,Q3,Q3,Q4,Q5,Q2,Q4,Q4,Q2,Q3,Q5,Q1,Q4,Q4,Q5,Q2,Q2,Q3,Q1,Q4,Q2,Q2,Q2
percent_self_identified_as_latin_american,Q1,Q4,Q5,Q5,Q1,Q2,Q4,Q2,Q3,Q1,Q2,Q4,Q4,Q3,Q2,Q4,Q5,Q1,Q3,Q3,Q5,Q4,Q4,Q3,Q1,Q2,Q1,Q2,Q2,Q5,Q2,Q1,Q4,Q1,Q3,Q4,Q2,Q3,Q5,Q1,Q2,Q3,Q2,Q4,Q5,Q5,Q3,Q3,Q3,Q1,Q2,Q3,Q1,Q2,Q5,Q3,Q4,Q5,Q3,Q1,Q1,Q4,Q1,Q1,Q1,Q1,Q3,Q2,Q3,Q3,Q5,Q3,Q1,Q1,Q2,Q4,Q5,Q5,Q2,Q4,Q1,Q1,Q4,Q2,Q4,Q4,Q4,Q3,Q5,Q5,Q5,Q2,Q2,Q4,Q3,Q5,Q5,Q4,Q3,Q1,Q5,Q4,Q2,Q2
percent_self_identified_as_southeast_asian,Q1,Q5,Q3,Q4,Q2,Q5,Q1,Q3,Q2,Q3,Q5,Q5,Q4,Q5,Q2,Q4,Q5,Q3,Q3,Q3,Q4,Q3,Q3,Q5,Q5,Q3,Q1,Q3,Q4,Q4,Q1,Q1,Q1,Q2,Q1,Q1,Q2,Q5,Q4,Q1,Q2,Q4,Q1,Q5,Q4,Q4,Q5,Q4,Q5,Q3,Q4,Q5,Q1,Q1,Q5,Q4,Q3,Q2,Q2,Q2,Q1,Q2,Q1,Q1,Q2,Q1,Q2,Q1,Q5,Q4,Q3,Q2,Q3,Q2,Q1,Q3,Q4,Q4,Q1,Q3,Q4,Q3,Q2,Q1,Q5,Q2,Q4,Q4,Q3,Q2,Q3,Q4,Q2,Q5,Q5,Q4,Q2,Q2,Q2,Q1,Q1,Q5,Q3,Q3
percent_self_identified_as_west_asian,Q5,Q5,Q3,Q4,Q1,Q3,Q3,Q2,Q3,Q2,Q2,Q4,Q3,Q5,Q4,Q5,Q4,Q2,Q5,Q4,Q3,Q3,Q5,Q5,Q2,Q1,Q1,Q1,Q3,Q3,Q5,Q1,Q2,Q1,Q2,Q4,Q4,Q5,Q3,Q1,Q2,Q4,Q1,Q5,Q5,Q3,Q2,Q5,Q2,Q1,Q5,Q2,Q1,Q2,Q4,Q2,Q3,Q4,Q3,Q2,Q1,Q4,Q1,Q1,Q1,Q2,Q4,Q1,Q4,Q2,Q3,Q5,Q2,Q2,Q1,Q5,Q4,Q3,Q3,Q5,Q4,Q4,Q1,Q1,Q2,Q5,Q3,Q3,Q5,Q4,Q4,Q4,Q1,Q5,Q3,Q4,Q1,Q2,Q1,Q1,Q3,Q2,Q3,Q4
